type,path,size_bytes,size_human,extension,pct_of_parent
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_sonarqube.hpp",1969,"1.92 KB",".hpp",0.0433481
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_sonarqube.hpp",1969,"1.92 KB",".hpp",0.0433481
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_teamcity.hpp",1966,"1.92 KB",".hpp",0.043282
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_teamcity.hpp",1966,"1.92 KB",".hpp",0.043282
file,"D:\disktree\build\dev\.cache\clangd\index\catch_compiler_capabilities.hpp.A4E6638D793A3E60.idx",1962,"1.92 KB",".idx",0.00525873
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info\brotli_1.2.0_x64-windows.list",1946,"1.90 KB",".list",0.0733896
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\fmt\fmt-config-version.cmake",1905,"1.86 KB",".cmake",0.0614041
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\fmt\fmt-config-version.cmake",1905,"1.86 KB",".cmake",0.063536
file,"D:\disktree\build\dev\.cache\clangd\index\catch_test_macros.hpp.A7ADB27B0BF80F92.idx",1892,"1.85 KB",".idx",0.00507111
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\CXXDependInfo.json",1861,"1.82 KB",".json",0.000136326
file,"D:\disktree\build\dev\.cache\clangd\index\catch_section.hpp.385A3554B48E693E.idx",1858,"1.81 KB",".idx",0.00497998
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers\catch_matchers_predicate.hpp",1857,"1.81 KB",".hpp",0.0264082
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers\catch_matchers_predicate.hpp",1857,"1.81 KB",".hpp",0.0264082
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\ftxui\ftxui-targets-debug.cmake",1843,"1.80 KB",".cmake",0.0433087
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\ftxui\ftxui-targets-debug.cmake",1837,"1.79 KB",".cmake",0.0431697
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\ftxui\ftxui-targets-release.cmake",1833,"1.79 KB",".cmake",0.0430737
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_assertion_result.hpp",1830,"1.79 KB",".hpp",0.00292226
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_assertion_result.hpp",1830,"1.79 KB",".hpp",0.00292226
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\ftxui\ftxui-targets-release.cmake",1827,"1.78 KB",".cmake",0.0429347
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporters_all.hpp",1815,"1.77 KB",".hpp",0.0399577
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporters_all.hpp",1815,"1.77 KB",".hpp",0.0399577
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\json_ref.hpp",1813,"1.77 KB",".hpp",0.00283136
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\json_ref.hpp",1813,"1.77 KB",".hpp",0.00283136
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info\cli11_2.6.2_x64-windows.list",1804,"1.76 KB",".list",0.0680344
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI\Split.hpp",1797,"1.75 KB",".hpp",0.00363296
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI\Split.hpp",1797,"1.75 KB",".hpp",0.00363296
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_junit.hpp",1776,"1.73 KB",".hpp",0.0390991
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_junit.hpp",1776,"1.73 KB",".hpp",0.0390991
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers\catch_matchers_exception.hpp",1772,"1.73 KB",".hpp",0.0251994
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers\catch_matchers_exception.hpp",1772,"1.73 KB",".hpp",0.0251994
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\iterators\iterator_traits.hpp",1751,"1.71 KB",".hpp",0.0408559
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\iterators\iterator_traits.hpp",1751,"1.71 KB",".hpp",0.0408559
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI\Config.hpp",1743,"1.70 KB",".hpp",0.00352379
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI\Config.hpp",1743,"1.70 KB",".hpp",0.00352379
file,"D:\disktree\build\dev\.cache\clangd\index\catch_message_info.hpp.AA8602562BCC7C69.idx",1714,"1.67 KB",".idx",0.00459402
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI\Encoding.hpp",1702,"1.66 KB",".hpp",0.0034409
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI\Encoding.hpp",1702,"1.66 KB",".hpp",0.0034409
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_reusable_string_stream.hpp",1700,"1.66 KB",".hpp",0.00560231
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_reusable_string_stream.hpp",1700,"1.66 KB",".hpp",0.00560231
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\CatchShardTestsImpl.cmake",1692,"1.65 KB",".cmake",0.00989589
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\zstd\vcpkg_abi_info.txt",1692,"1.65 KB",".txt",0.0368202
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\CatchShardTestsImpl.cmake",1692,"1.65 KB",".cmake",0.00990226
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_enforce.hpp",1689,"1.65 KB",".hpp",0.00556606
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_enforce.hpp",1689,"1.65 KB",".hpp",0.00556606
file,"D:\disktree\build\dev\.cache\clangd\index\catch_reusable_string_stream.hpp.59285734C37AC4B8.idx",1662,"1.62 KB",".idx",0.00445464
file,"D:\disktree\src\utils\thread_pool.cpp",1659,"1.62 KB",".cpp",0.504102
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_reporter_registry.hpp",1646,"1.61 KB",".hpp",0.00542436
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_reporter_registry.hpp",1646,"1.61 KB",".hpp",0.00542436
file,"D:\disktree\src\utils\humanize.cpp",1632,"1.59 KB",".cpp",0.495898
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_istream.hpp",1613,"1.58 KB",".hpp",0.00531561
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_istream.hpp",1613,"1.58 KB",".hpp",0.00531561
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_enum_info.hpp",1612,"1.57 KB",".hpp",0.00531231
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\zstd\vcpkg_abi_info.txt",1612,"1.57 KB",".txt",0.0344481
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_enum_info.hpp",1612,"1.57 KB",".hpp",0.00531231
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_unreachable.hpp",1610,"1.57 KB",".hpp",0.00530572
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_unreachable.hpp",1610,"1.57 KB",".hpp",0.00530572
file,"D:\disktree\build\dev\.cache\clangd\index\catch_section_info.hpp.1ABEA6DF2C7F5D5D.idx",1590,"1.55 KB",".idx",0.00426166
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cli11\copyright",1588,"1.55 KB","",0.049415
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cli11\copyright",1588,"1.55 KB","",0.0492556
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake\vcpkg_abi_info.txt",1579,"1.54 KB",".txt",0.0517501
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_benchmark_stats.hpp",1539,"1.50 KB",".hpp",0.0715581
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_benchmark_stats.hpp",1539,"1.50 KB",".hpp",0.0715581
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers\catch_matchers_all.hpp",1537,"1.50 KB",".hpp",0.0218575
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers\catch_matchers_all.hpp",1537,"1.50 KB",".hpp",0.0218575
file,"D:\disktree\.cache\clangd\index\builder.hpp.E5A890F306CC7441.idx",1526,"1.49 KB",".idx",0.0263412
file,"D:\disktree\build\dev\.cache\clangd\index\catch_totals.hpp.6CAEB369C9D8CA7A.idx",1524,"1.49 KB",".idx",0.00408476
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\vcpkg_abi_info.txt",1517,"1.48 KB",".txt",0.00887238
file,"D:\disktree\vcpkg_installed\vcpkg\info\fmt_12.1.0_x64-mingw-dynamic.list",1516,"1.48 KB",".list",0.0511385
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake\vcpkg_abi_info.txt",1499,"1.46 KB",".txt",0.0492865
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\screen\pixel.hpp",1498,"1.46 KB",".hpp",0.08184
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\screen\pixel.hpp",1498,"1.46 KB",".hpp",0.08184
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_all.hpp",1497,"1.46 KB",".hpp",0.0502164
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_all.hpp",1497,"1.46 KB",".hpp",0.0502164
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\brotli\vcpkg_abi_info.txt",1485,"1.45 KB",".txt",0.0607362
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_meta.hpp",1468,"1.43 KB",".hpp",0.00483776
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_meta.hpp",1468,"1.43 KB",".hpp",0.00483776
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_message_info.hpp",1449,"1.42 KB",".hpp",0.00477515
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_message_info.hpp",1449,"1.42 KB",".hpp",0.00477515
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\vcpkg_abi_info.txt",1437,"1.40 KB",".txt",0.0084099
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_reporter_factory.hpp",1433,"1.40 KB",".hpp",0.0480695
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_reporter_factory.hpp",1433,"1.40 KB",".hpp",0.0480695
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\fmt\copyright",1431,"1.40 KB","",0.047727
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\fmt\copyright",1431,"1.40 KB","",0.0461256
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\nlohmann-json\vcpkg_abi_info.txt",1426,"1.39 KB",".txt",0.0403863
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\Catch2Targets-debug.cmake",1419,"1.39 KB",".cmake",0.00829922
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\Catch2Targets-debug.cmake",1415,"1.38 KB",".cmake",0.00828115
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\Catch2Targets-release.cmake",1409,"1.38 KB",".cmake",0.00824073
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\Catch2Targets-release.cmake",1405,"1.37 KB",".cmake",0.00822263
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\brotli\vcpkg_abi_info.txt",1405,"1.37 KB",".txt",0.0514746
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_tap.hpp",1382,"1.35 KB",".hpp",0.0304251
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_tap.hpp",1382,"1.35 KB",".hpp",0.0304251
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_unique_name.hpp",1380,"1.35 KB",".hpp",0.00454776
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_unique_name.hpp",1380,"1.35 KB",".hpp",0.00454776
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_config_uncaught_exceptions.hpp",1356,"1.32 KB",".hpp",0.00446867
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_config_uncaught_exceptions.hpp",1356,"1.32 KB",".hpp",0.00446867
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_thread_support.hpp",1354,"1.32 KB",".hpp",0.00446208
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_thread_support.hpp",1354,"1.32 KB",".hpp",0.00446208
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_sharding.hpp",1352,"1.32 KB",".hpp",0.00445549
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_sharding.hpp",1352,"1.32 KB",".hpp",0.00445549
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_context.hpp",1348,"1.32 KB",".hpp",0.00444231
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_context.hpp",1348,"1.32 KB",".hpp",0.00444231
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\nlohmann-json\vcpkg_abi_info.txt",1346,"1.31 KB",".txt",0.0376714
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_platform.hpp",1343,"1.31 KB",".hpp",0.00442583
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_platform.hpp",1343,"1.31 KB",".hpp",0.00442583
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\copyright",1338,"1.31 KB","",0.00783051
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\copyright",1338,"1.31 KB","",0.00782548
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\dom\take_any_args.hpp",1333,"1.30 KB",".hpp",0.0466524
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\dom\take_any_args.hpp",1333,"1.30 KB",".hpp",0.0466524
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_automake.hpp",1333,"1.30 KB",".hpp",0.0293464
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_automake.hpp",1333,"1.30 KB",".hpp",0.0293464
file,"D:\disktree\include\disktree\core\builder.hpp",1331,"1.30 KB",".hpp",0.0662915
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cpp-httplib\vcpkg_abi_info.txt",1327,"1.30 KB",".txt",0.116588
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info\fmt_12.1.0_x64-windows.list",1309,"1.28 KB",".list",0.0493664
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\dom\linear_gradient.hpp",1291,"1.26 KB",".hpp",0.0451825
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\dom\selection.hpp",1291,"1.26 KB",".hpp",0.0451825
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\dom\linear_gradient.hpp",1291,"1.26 KB",".hpp",0.0451825
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\dom\selection.hpp",1291,"1.26 KB",".hpp",0.0451825
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_logical_traits.hpp",1285,"1.25 KB",".hpp",0.00423469
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_logical_traits.hpp",1285,"1.25 KB",".hpp",0.00423469
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\macro_unscope.hpp",1281,"1.25 KB",".hpp",0.00200053
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\macro_unscope.hpp",1281,"1.25 KB",".hpp",0.00200053
file,"D:\disktree\build\dev\tests\cmake_install.cmake",1280,"1.25 KB",".cmake",3.16919e-05
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\dom\requirement.hpp",1271,"1.24 KB",".hpp",0.0444826
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\dom\requirement.hpp",1271,"1.24 KB",".hpp",0.0444826
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cli11\vcpkg_abi_info.txt",1269,"1.24 KB",".txt",0.039361
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cpp-httplib\vcpkg_abi_info.txt",1247,"1.22 KB",".txt",0.11051
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\fmt\vcpkg_abi_info.txt",1243,"1.21 KB",".txt",0.0414568
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_section_info.hpp",1239,"1.21 KB",".hpp",0.00197852
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_section_info.hpp",1239,"1.21 KB",".hpp",0.00197852
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_singletons.hpp",1232,"1.20 KB",".hpp",0.00406003
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_singletons.hpp",1232,"1.20 KB",".hpp",0.00406003
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\generators\catch_generators_all.hpp",1225,"1.20 KB",".hpp",0.0397121
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\generators\catch_generators_all.hpp",1225,"1.20 KB",".hpp",0.0397121
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_compact.hpp",1211,"1.18 KB",".hpp",0.0266605
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_compact.hpp",1211,"1.18 KB",".hpp",0.0266605
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_config_static_analysis_support.hpp",1199,"1.17 KB",".hpp",0.00395128
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_config_static_analysis_support.hpp",1199,"1.17 KB",".hpp",0.00395128
file,"D:\disktree\build\dev\.cache\clangd\index\catch_test_macro_impl.hpp.6CC5A1D5048F3344.idx",1196,"1.17 KB",".idx",0.00320563
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cli11\vcpkg_abi_info.txt",1189,"1.16 KB",".txt",0.036999
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_version.hpp",1182,"1.15 KB",".hpp",0.00188749
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_version.hpp",1182,"1.15 KB",".hpp",0.00188749
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\json_custom_base_class.hpp",1180,"1.15 KB",".hpp",0.0018428
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\json_custom_base_class.hpp",1180,"1.15 KB",".hpp",0.0018428
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\screen\image.hpp",1177,"1.15 KB",".hpp",0.0643029
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\screen\image.hpp",1177,"1.15 KB",".hpp",0.0643029
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\ftxui\vcpkg_abi_info.txt",1176,"1.15 KB",".txt",0.0276348
file,"D:\disktree\CMakePresets.json",1176,"1.15 KB",".json",2.18962e-06
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\fmt\vcpkg_abi_info.txt",1163,"1.14 KB",".txt",0.0374871
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_lazy_expr.hpp",1162,"1.13 KB",".hpp",0.00382935
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_lazy_expr.hpp",1162,"1.13 KB",".hpp",0.00382935
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_measure.hpp",1140,"1.11 KB",".hpp",0.053006
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_measure.hpp",1140,"1.11 KB",".hpp",0.053006
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\Catch2Config.cmake",1137,"1.11 KB",".cmake",0.00665418
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\Catch2Config.cmake",1137,"1.11 KB",".cmake",0.0066499
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_exception.hpp",1131,"1.10 KB",".hpp",0.037939
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_exception.hpp",1131,"1.10 KB",".hpp",0.037939
file,"D:\disktree\build\dev\.cache\clangd\index\catch_source_line_info.hpp.7150FF14FEB9EFE9.idx",1100,"1.07 KB",".idx",0.00294832
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\ftxui\vcpkg_abi_info.txt",1096,"1.07 KB",".txt",0.0257561
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake-config\copyright",1096,"1.07 KB","",0.0476978
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake-config\copyright",1096,"1.07 KB","",0.0479021
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_tag_alias_autoregistrar.hpp",1089,"1.06 KB",".hpp",0.00173899
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_tag_alias_autoregistrar.hpp",1089,"1.06 KB",".hpp",0.00173899
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\brotli\copyright",1084,"1.06 KB","",0.0443354
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\brotli\copyright",1084,"1.06 KB","",0.0397142
file,"D:\disktree\progressofprohext.txt",1083,"1.06 KB",".txt",2.01647e-06
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\zstd\zstdConfig.cmake",1082,"1.06 KB",".cmake",0.0231221
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\zstd\zstdConfig.cmake",1082,"1.06 KB",".cmake",0.0235458
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\ftxui\copyright",1078,"1.05 KB","",0.0253319
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\ftxui\copyright",1078,"1.05 KB","",0.0253331
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\nlohmann-json\copyright",1076,"1.05 KB","",0.0301147
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\nlohmann-json\copyright",1076,"1.05 KB","",0.0304738
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cpp-httplib\copyright",1075,"1.05 KB","",0.0952676
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cpp-httplib\copyright",1075,"1.05 KB","",0.0944474
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\licenses\httplib\LICENSE",1075,"1.05 KB","",1
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\licenses\httplib\LICENSE",1075,"1.05 KB","",1
file,"D:\disktree\vcpkg_installed\vcpkg\info\zstd_1.5.7_x64-mingw-dynamic.list",1074,"1.05 KB",".list",0.0362287
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\iterators\internal_iterator.hpp",1073,"1.05 KB",".hpp",0.0250362
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake\copyright",1073,"1.05 KB","",0.0352798
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\iterators\internal_iterator.hpp",1073,"1.05 KB",".hpp",0.0250362
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake\copyright",1073,"1.05 KB","",0.0351665
file,"D:\disktree\src\export\csv_export.cpp",1057,"1.03 KB",".cpp",0.230937
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_source_line_info.hpp",1056,"1.03 KB",".hpp",0.00348003
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_source_line_info.hpp",1056,"1.03 KB",".hpp",0.00348003
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_wildcard_pattern.hpp",1054,"1.03 KB",".hpp",0.00347344
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_wildcard_pattern.hpp",1054,"1.03 KB",".hpp",0.00347344
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_config_wchar.hpp",1051,"1.03 KB",".hpp",0.00346355
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_config_wchar.hpp",1051,"1.03 KB",".hpp",0.00346355
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_tag_alias_registry.hpp",1048,"1.02 KB",".hpp",0.00345366
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_test_failure_exception.hpp",1048,"1.02 KB",".hpp",0.00345366
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_test_failure_exception.hpp",1048,"1.02 KB",".hpp",0.00345366
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_tag_alias_registry.hpp",1048,"1.02 KB",".hpp",0.00345366
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_repeat.hpp",1045,"1.02 KB",".hpp",0.0485888
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_repeat.hpp",1045,"1.02 KB",".hpp",0.0485888
file,"D:\disktree\build\dev\.cache\clangd\index\catch_assertion_info.hpp.269F6DB09155A9E8.idx",1034,"1.01 KB",".idx",0.00277142
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\fmt\fmt-config.cmake",1027,"1.00 KB",".cmake",0.0331034
